,First_pokemon,Second_pokemon,Winner
7537,Drowzee,Phanpy,Drowzee
7538,Purrloin,Koffing,Purrloin
7539,Grimer,Teddiursa,Teddiursa
7540,Lunatone,Cottonee,Lunatone
7541,Kricketot,Psyduck,Psyduck
7542,Castform,Mareep,Castform
7543,Zapdos,Shinx,Zapdos
7544,Yveltal,Bonsly,Yveltal
7545,Snorunt,Squirtle,Snorunt
7546,Azurill,Carvanha,Carvanha
7547,Cresselia,Mareep,Cresselia
7548,Diancie,Mawile,Mawile
7549,Nincada,Rufflet,Rufflet
7550,Elgyem,Shinx,Shinx
7551,Articuno,Mesprit,Articuno
7552,Illumise,Cresselia,Cresselia
7553,Lunatone,Sunkern,Lunatone
7554,Swirlix,Oshawott,Swirlix
7555,Fennekin,Ledyba,Fennekin
7556,Binacle,Tyrunt,Binacle
7557,Reshiram,Virizion,Virizion
7558,Skrelp,Azurill,Skrelp
7559,Foongus,Sunkern,Sunkern
7560,Sawk,Honedge,Honedge
7561,Honedge,Qwilfish,Qwilfish
7562,Whismur,Sentret,Whismur
7563,Onix,Regice,Onix
7564,Shellder,Diglett,Shellder
7565,Pawniard,Regigigas,Regigigas
7566,Voltorb,Smoochum,Voltorb
7567,Shelmet,Cyndaquil,Cyndaquil
7568,Remoraid,Staryu,Staryu
7569,Corphish,Zapdos,Zapdos
7570,Poochyena,Deino,Deino
7571,Ledyba,Kyurem,Kyurem
7572,Goldeen,Chikorita,Goldeen
7573,Misdreavus,Phione,Misdreavus
7574,Druddigon,Cubchoo,Druddigon
7575,Pansage,Manaphy,Manaphy
7576,Suicune,Nosepass,Suicune
7577,Skiddo,Murkrow,Murkrow
7578,Cottonee,Corphish,Cottonee
7579,Regice,Snorunt,Snorunt
7580,Cleffa,Buizel,Buizel
7581,Duskull,Virizion,Virizion
7582,Stunky,Roggenrola,Roggenrola
7583,Magby,Cleffa,Magby
7584,Kecleon,Pidove,Pidove
7585,Darkrai,Solrock,Darkrai
7586,Tepig,Seviper,Seviper
7587,Pidove,Goldeen,Goldeen
7588,Trubbish,Druddigon,Trubbish
7589,Venonat,Goldeen,Goldeen
7590,Mareep,Croagunk,Croagunk
7591,Fennekin,Goomy,Fennekin
7592,Victini,Dunsparce,Victini
7593,Azurill,Aipom,Aipom
7594,Krabby,Scyther,Scyther
7595,Horsea,Ledyba,Horsea
7596,Tepig,Kabuto,Kabuto
7597,Pinsir,Bidoof,Pinsir
7598,Luvdisc,Vulpix,Luvdisc
7599,Mantyke,Zigzagoon,Zigzagoon
7600,Bulbasaur,Tepig,Tepig
7601,Illumise,Woobat,Illumise
7602,Ponyta,Remoraid,Ponyta
7603,Pancham,Suicune,Suicune
7604,Articuno,Swinub,Articuno
7605,Sentret,Stunky,Stunky
7606,Honedge,Yamask,Yamask
7607,Seedot,Skorupi,Skorupi
7608,Magnemite,Durant,Durant
7609,Woobat,Lotad,Woobat
7610,Pansage,Gible,Pansage
7611,Koffing,Skiddo,Skiddo
7612,Lapras,Nosepass,Lapras
7613,Shellder,Entei,Entei
7614,Seel,Onix,Onix
7615,Lileep,Numel,Numel
7616,Jirachi,Lotad,Jirachi
7617,Rhyhorn,Absol,Absol
7618,Growlithe,Solosis,Growlithe
7619,Wynaut,Lillipup,Lillipup
7620,Timburr,Oddish,Timburr
7621,Grimer,Tropius,Tropius
7622,Zekrom,Magby,Zekrom
7623,Krabby,Audino,Audino
7624,Elekid,Wooper,Elekid
7625,Suicune,Gastly,Suicune
7626,Goldeen,Purrloin,Purrloin
7627,Ekans,Chimchar,Chimchar
7628,Oddish,Petilil,Petilil
7629,Surskit,Mesprit,Mesprit
7630,Mankey,Starly,Mankey
7631,Alomomola,Pineco,Alomomola
7632,Duskull,Patrat,Patrat
7633,Hawlucha,Ponyta,Hawlucha
7634,Timburr,Stantler,Stantler
7635,Cacnea,Grimer,Cacnea
7636,Cubchoo,Happiny,Cubchoo
7637,Nosepass,Ferroseed,Ferroseed
7638,Hoothoot,Stantler,Stantler
7639,Tyrogue,Chespin,Chespin
7640,Binacle,Illumise,Illumise
7641,Regirock,Happiny,Regirock
7642,Volbeat,Skarmory,Volbeat
7643,Swirlix,Druddigon,Swirlix
7644,Krabby,Finneon,Finneon
7645,Bonsly,Starly,Bonsly
7646,Riolu,Cobalion,Cobalion
7647,Zangoose,Celebi,Celebi
7648,Snover,Qwilfish,Qwilfish
7649,Gulpin,Seel,Seel
7650,Scyther,Archen,Scyther
7651,Mew,Eevee,Mew
7652,Darumaka,Aron,Darumaka
7653,Dratini,Duskull,Dratini
7654,Durant,Smoochum,Durant
7655,Aerodactyl,Moltres,Aerodactyl
7656,Remoraid,Axew,Remoraid
7657,Sunkern,Genesect,Genesect
7658,Goomy,Corsola,Goomy
7659,Tynamo,Heracross,Heracross
7660,Carnivine,Pichu,Pichu
7661,Pansage,Sentret,Pansage
7662,Yveltal,Sneasel,Sneasel
7663,Barboach,Zubat,Zubat
7664,Slakoth,Shroomish,Shroomish
7665,Mewtwo,Scraggy,Scraggy
7666,Skarmory,Rayquaza,Rayquaza
7667,Solrock,Alomomola,Solrock
7668,Slakoth,Smeargle,Slakoth
7669,Bellsprout,Vullaby,Vullaby
7670,Igglybuff,Cubone,Cubone
7671,Bonsly,Hawlucha,Hawlucha
7672,Carnivine,Hoppip,Hoppip
7673,Yamask,Bellsprout,Bellsprout
7674,Wailmer,Venonat,Wailmer
7675,Exeggcute,Diancie,Diancie
7676,Sentret,Azurill,Azurill
7677,Cyndaquil,Shuckle,Cyndaquil
7678,Elekid,Castform,Elekid
7679,Spoink,Kricketot,Spoink
7680,Amaura,Tentacool,Tentacool
7681,Hawlucha,Ho-oh,Hawlucha
7682,Qwilfish,Bunnelby,Qwilfish
7683,Genesect,Anorith,Genesect
7684,Clamperl,Cobalion,Cobalion
7685,Binacle,Ralts,Binacle
7686,Chikorita,Dedenne,Dedenne
7687,Spritzee,Lileep,Lileep
7688,Cyndaquil,Lapras,Cyndaquil
7689,Bonsly,Dratini,Dratini
7690,Whismur,Lugia,Lugia
7691,Inkay,Baltoy,Baltoy
7692,Aron,Azurill,Aron
7693,Spritzee,Exeggcute,Exeggcute
7694,Onix,Larvitar,Onix
7695,Aerodactyl,Sentret,Aerodactyl
7696,Palkia,Lugia,Lugia
7697,Victini,Gulpin,Victini
7698,Pidgey,Chatot,Chatot
7699,Absol,Fletchling,Absol
7700,Chingling,Purrloin,Purrloin
7701,Houndour,Diglett,Diglett
7702,Rhyhorn,Mareep,Rhyhorn
7703,Voltorb,Throh,Throh
7704,Alomomola,Exeggcute,Alomomola
7705,Mewtwo,Amaura,Mewtwo
7706,Skorupi,Zapdos,Zapdos
7707,Eevee,Nosepass,Eevee
7708,Omanyte,Dedenne,Dedenne
7709,Hoothoot,Froakie,Froakie
7710,Shinx,Blitzle,Blitzle
7711,Patrat,Lileep,Patrat
7712,Heatmor,Dedenne,Dedenne
7713,Pidgey,Emolga,Emolga
7714,Mewtwo,Venonat,Mewtwo
7715,Sigilyph,Sentret,Sigilyph
7716,Meditite,Growlithe,Growlithe
7717,Wooper,Kecleon,Kecleon
7718,Grimer,Vanillite,Vanillite
7719,Spinarak,Corphish,Corphish
7720,Tepig,Skitty,Skitty
7721,Snivy,Blitzle,Blitzle
7722,Shieldon,Drifloon,Drifloon
7723,Aerodactyl,Pidgey,Aerodactyl
7724,Cacnea,Surskit,Surskit
7725,Noibat,Rufflet,Rufflet
7726,Blitzle,Shieldon,Blitzle
7727,Phantump,Omanyte,Phantump
7728,Cresselia,Bulbasaur,Cresselia
7729,Alomomola,Manaphy,Manaphy
7730,Cacnea,Exeggcute,Exeggcute
7731,Roggenrola,Cubone,Cubone
7732,Spearow,Blitzle,Blitzle
7733,Doduo,Sableye,Doduo
7734,Gible,Machop,Gible
7735,Scraggy,Hoppip,Hoppip
7736,Jirachi,Cacnea,Jirachi
7737,Spearow,Aipom,Aipom
7738,Deino,Fletchling,Fletchling
7739,Duskull,Voltorb,Voltorb
7740,Pancham,Buizel,Buizel
7741,Absol,Sigilyph,Absol
7742,Cottonee,Charmander,Cottonee
7743,Genesect,Larvesta,Genesect
7744,Axew,Wynaut,Axew
7745,Lunatone,Houndour,Lunatone
7746,Smoochum,Gastly,Gastly
7747,Wurmple,Totodile,Totodile
7748,Charmander,Carnivine,Charmander
7749,Skiddo,Skitty,Skiddo
7750,Skrelp,Carnivine,Carnivine
7751,Solosis,Machop,Machop
7752,Jirachi,Togepi,Jirachi
7753,Larvitar,Espurr,Espurr
7754,Skiddo,Mareep,Skiddo
7755,Articuno,Mew,Mew
7756,Elekid,Swirlix,Elekid
7757,Treecko,Pinsir,Pinsir
7758,Azurill,Honedge,Honedge
7759,Happiny,Skrelp,Skrelp
7760,Riolu,Skitty,Riolu
7761,Caterpie,Bouffalant,Bouffalant
7762,Volcanion,Drowzee,Volcanion
7763,Buneary,Gible,Buneary
7764,Budew,Cryogonal,Cryogonal
7765,Pansear,Lunatone,Lunatone
7766,Shuckle,Heracross,Heracross
7767,Ducklett,Latias,Latias
7768,Chatot,Regigigas,Regigigas
7769,Alomomola,Skorupi,Skorupi
7770,Minun,Helioptile,Minun
7771,Miltank,Minun,Miltank
7772,Larvesta,Solosis,Larvesta
7773,Tynamo,Stantler,Stantler
7774,Finneon,Heracross,Heracross
7775,Timburr,Pawniard,Pawniard
7776,Azurill,Yanma,Yanma
7777,Teddiursa,Illumise,Illumise
7778,Corphish,Zorua,Zorua
7779,Aron,Timburr,Timburr
7780,Buneary,Squirtle,Buneary
7781,Skitty,Slakoth,Skitty
7782,Croagunk,Tirtouga,Croagunk
7783,Vulpix,Grimer,Grimer
7784,Pansage,Victini,Victini
7785,Kabuto,Darumaka,Kabuto
7786,Rufflet,Bonsly,Rufflet
7787,Bouffalant,Magikarp,Bouffalant
7788,Stunfisk,Stunky,Stunfisk
7789,Woobat,Stunky,Stunky
7790,Minun,Sandile,Sandile
7791,Heatran,Relicanth,Heatran
7792,Durant,Chatot,Durant
7793,Aron,Diglett,Aron
7794,Whismur,Mantyke,Mantyke
7795,Paras,Larvesta,Larvesta
7796,Cherubi,Kricketot,Cherubi
7797,Lillipup,Rayquaza,Rayquaza
7798,Kyogre,Munchlax,Kyogre
7799,Tympole,Swirlix,Tympole
7800,Skrelp,Snover,Snover
7801,Azelf,Gulpin,Azelf
7802,Wailmer,Phanpy,Wailmer
7803,Seel,Wynaut,Seel
7804,Diancie,Aipom,Aipom
7805,Yanma,Skarmory,Yanma
7806,Miltank,Togepi,Miltank
7807,Lugia,Magikarp,Lugia
7808,Blitzle,Wailmer,Blitzle
7809,Roggenrola,Chikorita,Chikorita
7810,Remoraid,Carnivine,Remoraid
7811,Solosis,Cryogonal,Cryogonal
7812,Clamperl,Solosis,Clamperl
7813,Smeargle,Dratini,Smeargle
7814,Growlithe,Charmander,Charmander
7815,Lugia,Cobalion,Lugia
7816,Druddigon,Magby,Magby
7817,Noibat,Chingling,Noibat
7818,Cacnea,Snivy,Snivy
7819,Budew,Skiddo,Budew
7820,Mesprit,Diglett,Diglett
7821,Hippopotas,Remoraid,Remoraid
7822,Scraggy,Shuckle,Scraggy
7823,Dunsparce,Karrablast,Karrablast
7824,Shroomish,Natu,Natu
7825,Azelf,Chimchar,Azelf
7826,Koffing,Poochyena,Poochyena
7827,Slakoth,Petilil,Petilil
7828,Murkrow,Cobalion,Cobalion
7829,Fletchling,Mesprit,Mesprit
7830,Snorunt,Mudkip,Snorunt
7831,Blitzle,Latios,Latios
7832,Vullaby,Venonat,Vullaby
7833,Drilbur,Fletchling,Drilbur
7834,Shuckle,Cubchoo,Cubchoo
7835,Dunsparce,Slugma,Dunsparce
7836,Scyther,Turtwig,Scyther
7837,Shellder,Snorunt,Snorunt
7838,Pineco,Illumise,Illumise
7839,Ralts,Elekid,Elekid
7840,Stunky,Nosepass,Stunky
7841,Weedle,Tirtouga,Tirtouga
7842,Treecko,Ledyba,Treecko
7843,Cleffa,Yamask,Yamask
7844,Lickitung,Qwilfish,Qwilfish
7845,Rhyhorn,Tentacool,Rhyhorn
7846,Snorunt,Bidoof,Snorunt
7847,Articuno,Wooper,Articuno
7848,Machop,Sentret,Machop
7849,Sigilyph,Patrat,Sigilyph
7850,Hawlucha,Shelmet,Hawlucha
7851,Turtwig,Sableye,Sableye
7852,Binacle,Ferroseed,Binacle
7853,Tentacool,Vulpix,Tentacool
7854,Luvdisc,Lapras,Luvdisc
7855,Timburr,Tyrogue,Tyrogue
7856,Phione,Latios,Latios
7857,Absol,Hawlucha,Hawlucha
7858,Sigilyph,Rhyhorn,Rhyhorn
7859,Fennekin,Bonsly,Bonsly
7860,Spiritomb,Lunatone,Spiritomb
7861,Reshiram,Tepig,Reshiram
7862,Lickitung,Petilil,Petilil
7863,Shuckle,Whismur,Whismur
7864,Turtwig,Spearow,Spearow
7865,Bidoof,Pawniard,Pawniard
7866,Froakie,Hoothoot,Froakie
7867,Hawlucha,Cherubi,Hawlucha
7868,Ducklett,Manaphy,Manaphy
7869,Swirlix,Spiritomb,Swirlix
7870,Zangoose,Chingling,Zangoose
7871,Blitzle,Munna,Blitzle
7872,Sigilyph,Togepi,Sigilyph
7873,Shuppet,Duskull,Shuppet
7874,Zubat,Meowth,Meowth
7875,Shieldon,Gligar,Gligar
7876,Cubchoo,Plusle,Plusle
7877,Numel,Tauros,Tauros
7878,Snorunt,Trapinch,Snorunt
7879,Carnivine,Darkrai,Darkrai
7880,Miltank,Rayquaza,Miltank
7881,Durant,Riolu,Durant
7882,Sandile,Groudon,Groudon
7883,Houndour,Kecleon,Houndour
7884,Wynaut,Munna,Munna
7885,Mawile,Misdreavus,Misdreavus
7886,Articuno,Regice,Articuno
7887,Growlithe,Tympole,Tympole
7888,Snover,Castform,Castform
7889,Magikarp,Stunky,Magikarp
7890,Stunky,Azurill,Stunky
7891,Charmander,Elgyem,Charmander
7892,Feebas,Oddish,Oddish
7893,Binacle,Natu,Natu
7894,Spinarak,Baltoy,Baltoy
7895,Mareep,Spinarak,Mareep
7896,Panpour,Hoppip,Panpour
7897,Qwilfish,Rayquaza,Rayquaza
7898,Honedge,Chinchou,Chinchou
7899,Blitzle,Feebas,Feebas
7900,Murkrow,Kangaskhan,Murkrow
7901,Reshiram,Venonat,Reshiram
7902,Zekrom,Hoppip,Zekrom
7903,Inkay,Lugia,Inkay
7904,Surskit,Makuhita,Makuhita
7905,Abra,Meditite,Abra
7906,Shinx,Genesect,Genesect
7907,Goldeen,Kyurem,Kyurem
7908,Klink,Castform,Castform
7909,Rattata,Elgyem,Rattata
7910,Miltank,Skarmory,Miltank
7911,Venonat,Manaphy,Manaphy
7912,Venonat,Rotom,Rotom
7913,Chikorita,Mawile,Mawile
7914,Magikarp,Skorupi,Magikarp
7915,Shroomish,Cleffa,Shroomish
7916,Yanma,Phantump,Yanma
7917,Bonsly,Skiddo,Skiddo
7918,Feebas,Snorunt,Feebas
7919,Moltres,Ledyba,Moltres
7920,Inkay,Porygon,Inkay
7921,Skorupi,Sandile,Sandile
7922,Shuppet,Beldum,Shuppet
7923,Gligar,Audino,Gligar
7924,Sewaddle,Zigzagoon,Zigzagoon
7925,Yanma,Togepi,Yanma
7926,Scyther,Lugia,Lugia
7927,Ralts,Buneary,Buneary
7928,Alomomola,Grimer,Alomomola
7929,Druddigon,Aerodactyl,Aerodactyl
7930,Whismur,Torchic,Torchic
7931,Nincada,Goldeen,Goldeen
7932,Gothita,Wurmple,Gothita
7933,Bagon,Nincada,Bagon
7934,Meditite,Snivy,Snivy
7935,Klink,Bidoof,Bidoof
7936,Virizion,Pachirisu,Virizion
7937,Petilil,Sawk,Sawk
7938,Minun,Wingull,Minun
7939,Makuhita,Chingling,Chingling
7940,Vanillite,Sentret,Vanillite
7941,Growlithe,Chinchou,Chinchou
7942,Kangaskhan,Omanyte,Kangaskhan
7943,Meditite,Chingling,Meditite
7944,Nosepass,Sneasel,Sneasel
7945,Swablu,Feebas,Feebas
7946,Trubbish,Pidgey,Trubbish
7947,Clamperl,Lickitung,Clamperl
7948,Paras,Solosis,Paras
7949,Tyrogue,Carvanha,Carvanha
7950,Zorua,Psyduck,Zorua
7951,Phanpy,Ducklett,Ducklett
7952,Charmander,Inkay,Charmander
7953,Krabby,Bunnelby,Bunnelby
7954,Charmander,Cryogonal,Cryogonal
7955,Seedot,Sawk,Sawk
7956,Drowzee,Qwilfish,Qwilfish
7957,Sentret,Snorunt,Snorunt
7958,Psyduck,Foongus,Foongus
7959,Remoraid,Machop,Remoraid
7960,Bergmite,Stantler,Stantler
7961,Bergmite,Yveltal,Yveltal
7962,Spheal,Natu,Natu
7963,Spheal,Swirlix,Swirlix
7964,Skorupi,Combee,Combee
7965,Lillipup,Skitty,Lillipup
7966,Magby,Inkay,Magby
7967,Rhyhorn,Inkay,Inkay
7968,Larvitar,Feebas,Larvitar
7969,Exeggcute,Lillipup,Lillipup
7970,Trubbish,Volbeat,Volbeat
7971,Snubbull,Taillow,Taillow
7972,Snorunt,Cleffa,Snorunt
7973,Mawile,Raikou,Raikou
7974,Torkoal,Gothita,Torkoal
7975,Bergmite,Sunkern,Sunkern
7976,Corphish,Kyogre,Kyogre
7977,Anorith,Sneasel,Sneasel
7978,Grimer,Zapdos,Zapdos
7979,Groudon,Hawlucha,Hawlucha
7980,Elgyem,Ferroseed,Elgyem
7981,Stunky,Vanillite,Stunky
7982,Minun,Aerodactyl,Aerodactyl
7983,Zigzagoon,Minun,Minun
7984,Spinda,Slugma,Spinda
7985,Cacnea,Machop,Machop
7986,Regice,Stunky,Stunky
7987,Aipom,Taillow,Taillow
7988,Murkrow,Ducklett,Murkrow
7989,Phantump,Surskit,Phantump
7990,Cranidos,Pawniard,Pawniard
7991,Torkoal,Pancham,Pancham
7992,Trapinch,Volcanion,Volcanion
7993,Torchic,Torkoal,Torchic
7994,Barboach,Bunnelby,Barboach
7995,Phanpy,Terrakion,Terrakion
7996,Spinarak,Corphish,Corphish
7997,Spritzee,Aipom,Aipom
7998,Zubat,Spoink,Spoink
7999,Feebas,Solosis,Solosis
8000,Pansage,Pidove,Pansage
8001,Riolu,Starly,Starly
8002,Uxie,Cottonee,Uxie
8003,Illumise,Croagunk,Illumise
8004,Torkoal,Venonat,Torkoal
8005,Skorupi,Pansear,Skorupi
8006,Durant,Torchic,Durant
8007,Carnivine,Dedenne,Dedenne
8008,Fletchling,Elgyem,Fletchling
8009,Sandile,Karrablast,Sandile
8010,Tyrogue,Paras,Tyrogue
8011,Staryu,Pancham,Staryu
8012,Slowpoke,Drowzee,Drowzee
8013,Bellsprout,Bulbasaur,Bulbasaur
8014,Seviper,Stunfisk,Seviper
8015,Rhyhorn,Darumaka,Darumaka
8016,Tynamo,Inkay,Tynamo
8017,Castform,Carnivine,Castform
8018,Roggenrola,Blitzle,Blitzle
8019,Oshawott,Totodile,Oshawott
8020,Slakoth,Finneon,Finneon
8021,Weedle,Houndour,Houndour
8022,Klefki,Tyrogue,Klefki
8023,Zigzagoon,Spiritomb,Spiritomb
8024,Starly,Rotom,Rotom
8025,Phione,Chinchou,Phione
8026,Heatmor,Trubbish,Trubbish
8027,Dwebble,Girafarig,Girafarig
8028,Petilil,Kecleon,Kecleon
8029,Chingling,Croagunk,Croagunk
8030,Heatran,Litleo,Heatran
8031,Tropius,Happiny,Tropius
8032,Ferroseed,Phanpy,Phanpy
8033,Tyrunt,Lugia,Lugia
8034,Croagunk,Tynamo,Tynamo
8035,Skrelp,Sewaddle,Sewaddle
8036,Starly,Kabuto,Starly
8037,Palkia,Timburr,Palkia
8038,Yamask,Slowpoke,Slowpoke
8039,Stantler,Fletchling,Stantler
8040,Virizion,Kyurem,Virizion
8041,Froakie,Aron,Froakie
8042,Ledyba,Luvdisc,Luvdisc
8043,Kecleon,Hawlucha,Hawlucha
8044,Regirock,Tentacool,Tentacool
8045,Cyndaquil,Psyduck,Cyndaquil
8046,Meditite,Rotom,Rotom
8047,Gothita,Manaphy,Manaphy
8048,Phantump,Mareep,Phantump
8049,Celebi,Entei,Entei
8050,Squirtle,Makuhita,Squirtle
8051,Vanillite,Slowpoke,Slowpoke
8052,Venipede,Moltres,Moltres
8053,Alomomola,Binacle,Alomomola
8054,Makuhita,Smeargle,Makuhita
8055,Natu,Ralts,Natu
8056,Yamask,Meditite,Meditite
8057,Riolu,Finneon,Finneon
8058,Aron,Glameow,Aron
8059,Ducklett,Tauros,Tauros
8060,Torchic,Bergmite,Torchic
8061,Shuckle,Wooper,Wooper
8062,Corphish,Koffing,Koffing
8063,Goomy,Happiny,Goomy
8064,Smeargle,Bulbasaur,Smeargle
8065,Magikarp,Elgyem,Elgyem
8066,Cottonee,Heatran,Heatran
8067,Rattata,Onix,Rattata
8068,Diancie,Venonat,Diancie
8069,Skrelp,Heatran,Heatran
8070,Kricketot,Murkrow,Murkrow
8071,Duskull,Mareep,Mareep
8072,Articuno,Snubbull,Articuno
8073,Shuckle,Kabuto,Kabuto
8074,Cherubi,Cresselia,Cresselia
8075,Trubbish,Cobalion,Cobalion
8076,Regice,Luvdisc,Luvdisc
8077,Honedge,Tentacool,Tentacool
8078,Taillow,Snover,Taillow
8079,Weedle,Stantler,Stantler
8080,Tympole,Wooper,Tympole
8081,Stunky,Virizion,Virizion
8082,Registeel,Larvitar,Registeel
8083,Volcanion,Frillish,Volcanion
8084,Volcanion,Ferroseed,Volcanion
8085,Feebas,Rhyhorn,Rhyhorn
8086,Pachirisu,Ekans,Pachirisu
8087,Vanillite,Finneon,Finneon
8088,Smeargle,Fennekin,Smeargle
8089,Ekans,Elgyem,Ekans
8090,Kangaskhan,Kabuto,Kangaskhan
8091,Patrat,Shuppet,Shuppet
8092,Makuhita,Rufflet,Rufflet
8093,Meowth,Heracross,Meowth
8094,Rotom,Skorupi,Rotom
8095,Torchic,Paras,Torchic
8096,Sewaddle,Roggenrola,Roggenrola
8097,Kabuto,Shellder,Kabuto
8098,Espurr,Pachirisu,Pachirisu
8099,Throh,Victini,Victini
8100,Clamperl,Solosis,Clamperl
8101,Whismur,Froakie,Froakie
8102,Snover,Sableye,Sableye
8103,Deino,Spiritomb,Deino
8104,Koffing,Meditite,Meditite
8105,Rufflet,Skarmory,Skarmory
8106,Illumise,Skorupi,Illumise
8107,Buizel,Chespin,Buizel
8108,Dialga,Spiritomb,Dialga
8109,Hawlucha,Gligar,Hawlucha
8110,Phanpy,Oddish,Phanpy
8111,Geodude,Murkrow,Murkrow
8112,Delibird,Sewaddle,Delibird
8113,Cottonee,Meowth,Meowth
8114,Aerodactyl,Wurmple,Aerodactyl
8115,Tyrunt,Shuckle,Tyrunt
8116,Pineco,Happiny,Pineco
8117,Joltik,Clamperl,Joltik
8118,Pansage,Larvitar,Pansage
8119,Aron,Cherubi,Cherubi
8120,Golett,Helioptile,Helioptile
8121,Lileep,Rayquaza,Rayquaza
8122,Pineco,Corsola,Corsola
8123,Houndour,Minccino,Minccino
8124,Cryogonal,Bagon,Cryogonal
8125,Foongus,Carnivine,Carnivine
8126,Honedge,Sewaddle,Sewaddle
8127,Tirtouga,Scyther,Scyther
8128,Pachirisu,Castform,Pachirisu
8129,Pichu,Pachirisu,Pachirisu
8130,Gastly,Porygon,Porygon
8131,Bagon,Spinarak,Bagon
8132,Castform,Alomomola,Castform
8133,Glameow,Sawk,Sawk
8134,Croagunk,Patrat,Croagunk
8135,Minccino,Starly,Minccino
8136,Ponyta,Bonsly,Bonsly
8137,Elgyem,Bagon,Bagon
8138,Tangela,Bidoof,Tangela
8139,Tympole,Aerodactyl,Aerodactyl
8140,Kricketot,Feebas,Kricketot
8141,Klefki,Yanma,Yanma
8142,Ferroseed,Exeggcute,Ferroseed
8143,Amaura,Mewtwo,Mewtwo
8144,Heracross,Smeargle,Heracross
8145,Barboach,Zekrom,Barboach
8146,Plusle,Gastly,Plusle
8147,Timburr,Bronzor,Timburr
8148,Spoink,Onix,Onix
8149,Roggenrola,Regice,Regice
8150,Bulbasaur,Ponyta,Ponyta
8151,Spearow,Zapdos,Zapdos
8152,Seel,Mesprit,Mesprit
8153,Mudkip,Spritzee,Mudkip
8154,Victini,Chespin,Victini
8155,Darkrai,Goldeen,Darkrai
8156,Pidove,Uxie,Uxie
8157,Diancie,Minccino,Minccino
8158,Darumaka,Skitty,Skitty
8159,Carvanha,Volcanion,Volcanion
8160,Zigzagoon,Shuppet,Shuppet
8161,Zigzagoon,Tauros,Tauros
8162,Victini,Klink,Victini
8163,Geodude,Heatran,Heatran
8164,Turtwig,Tepig,Tepig
8165,Mantyke,Chingling,Mantyke
8166,Swablu,Hoothoot,Hoothoot
8167,Venipede,Cryogonal,Cryogonal
8168,Gastly,Kangaskhan,Kangaskhan
8169,Tauros,Heatmor,Tauros
8170,Spearow,Shinx,Spearow
8171,Minun,Drilbur,Drilbur
8172,Mewtwo,Zapdos,Mewtwo
8173,Moltres,Genesect,Genesect
8174,Elgyem,Tympole,Tympole
8175,Kyogre,Koffing,Kyogre
8176,Tropius,Goomy,Tropius
8177,Barboach,Machop,Barboach
8178,Helioptile,Oddish,Helioptile
8179,Krabby,Lunatone,Lunatone
8180,Tirtouga,Kyurem,Kyurem
8181,Castform,Glameow,Glameow
8182,Cryogonal,Illumise,Cryogonal
8183,Omanyte,Stunfisk,Omanyte
8184,Totodile,Swablu,Swablu
8185,Noibat,Darumaka,Noibat
8186,Klink,Archen,Archen
8187,Slugma,Latios,Latios
8188,Virizion,Snubbull,Virizion
8189,Zubat,Hawlucha,Hawlucha
8190,Latios,Binacle,Latios
8191,Darumaka,Azelf,Azelf
8192,Seviper,Snorunt,Seviper
8193,Gothita,Regirock,Regirock
8194,Voltorb,Relicanth,Relicanth
8195,Mankey,Sewaddle,Mankey
8196,Mudkip,Entei,Entei
8197,Spinda,Drilbur,Drilbur
8198,Groudon,Togepi,Groudon
8199,Barboach,Mewtwo,Mewtwo
8200,Wurmple,Rattata,Rattata
8201,Emolga,Numel,Emolga
8202,Spiritomb,Kangaskhan,Kangaskhan
8203,Pancham,Articuno,Articuno
8204,Horsea,Trapinch,Trapinch
8205,Zorua,Feebas,Feebas
8206,Skorupi,Spinda,Skorupi
8207,Mewtwo,Tauros,Mewtwo
8208,Porygon,Minun,Minun
8209,Gulpin,Zubat,Zubat
8210,Porygon,Mantyke,Mantyke
8211,Absol,Scyther,Scyther
8212,Mew,Bergmite,Mew
8213,Snubbull,Bergmite,Snubbull
8214,Moltres,Mewtwo,Mewtwo
8215,Amaura,Karrablast,Karrablast
8216,Uxie,Snover,Uxie
8217,Aipom,Caterpie,Aipom
8218,Gligar,Houndour,Gligar
8219,Poochyena,Finneon,Finneon
8220,Ledyba,Wynaut,Ledyba
8221,Azelf,Shroomish,Azelf
8222,Porygon,Zorua,Zorua
8223,Tyrogue,Riolu,Riolu
8224,Meowth,Oshawott,Meowth
8225,Rattata,Tynamo,Rattata
8226,Diglett,Pidove,Diglett
8227,Whismur,Pachirisu,Pachirisu
8228,Chespin,Pawniard,Pawniard
8229,Helioptile,Sableye,Sableye
8230,Koffing,Gible,Gible
8231,Ducklett,Heracross,Heracross
8232,Budew,Zigzagoon,Zigzagoon
8233,Ralts,Inkay,Inkay
8234,Seel,Skrelp,Seel
8235,Binacle,Tangela,Tangela
8236,Dunsparce,Totodile,Dunsparce
8237,Yveltal,Kricketot,Yveltal
8238,Buneary,Gligar,Gligar
8239,Igglybuff,Scraggy,Scraggy
8240,Entei,Klefki,Entei
8241,Aipom,Bagon,Aipom
8242,Corsola,Lileep,Corsola
8243,Tympole,Emolga,Emolga
8244,Ducklett,Kecleon,Ducklett
8245,Lileep,Snorunt,Snorunt
8246,Happiny,Mesprit,Mesprit
8247,Combee,Yanma,Yanma
8248,Dunsparce,Virizion,Virizion
8249,Slowpoke,Psyduck,Slowpoke
